"","",""
"Allium macropetalum","largeflower onion","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, Maricopa, Navajo, Pima, Pinal, Yavapai, Yuma)"
"Allium nevadense","Nevada onion","AZ(Mohave)"
"Allium parishii","Parish's onion","AZ(Mohave, Yuma)"
"Allium plummerae","Tanners Canyon onion","AZ(Cochise, Pima)"
"Allophyllum","false gilyflower","AZ(Gila, Graham, Maricopa, Pima, Pinal, Yavapai)"
"Allophyllum gilioides","dense false gilyflower","AZ(Gila, Graham, Maricopa, Pima, Pinal, Yavapai)"
"Allophyllum gilioides ssp. gilioides","dense false gilyflower","AZ(Gila, Graham, Maricopa, Pima, Pinal, Yavapai)"
"Almutaster","alkali marsh aster","AZ(Apache, Cochise, Pima, Santa Cruz)"
"Almutaster pauciflorus","alkali marsh aster","AZ(Apache, Cochise, Pima, Santa Cruz)"
"Alnus","alder","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, Maricopa, Mohave, Navajo, Pima, Pinal, Yavapai)"
"Alnus incana","gray alder","AZ(Apache, Coconino, Gila, Graham, Greenlee, Navajo, Pima, Yavapai)"
"Alnus incana ssp. tenuifolia","thinleaf alder","AZ(Apache, Coconino, Gila, Graham, Greenlee, Navajo, Pima, Yavapai)"
"Alnus oblongifolia","Arizona alder","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, Maricopa, Mohave, Navajo, Pima, Pinal, Yavapai)"
"Alopecurus","foxtail","AZ(Apache, Coconino, Gila, Graham, Pima, Santa Cruz, Yavapai)"
"Alopecurus aequalis","shortawn foxtail","AZ(Apache, Coconino, Graham, Yavapai)"
"Alopecurus aequalis var. aequalis","shortawn foxtail","AZ(Apache, Coconino, Graham, Yavapai)"
"Alopecurus arundinaceus","creeping meadow foxtail","AZ(Coconino)"
"Alopecurus carolinianus","Carolina foxtail","AZ(Coconino, Gila, Graham, Pima)"
"Alopecurus geniculatus","water foxtail","AZ(Apache, Coconino, Pima, Santa Cruz, Yavapai)"
"Alopecurus geniculatus var. geniculatus","water foxtail","AZ(Apache, Coconino, Pima, Santa Cruz, Yavapai)"
"Aloysia","beebrush","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, Maricopa, Mohave, Pima, Pinal, Santa Cruz, Yavapai, Yuma)"
"Aloysia gratissima","whitebrush","AZ(Pima, Santa Cruz)"
"Aloysia gratissima var. schulziae","whitebrush","AZ(Pima, Santa Cruz)"
"Aloysia wrightii","Wright's beebrush","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, Maricopa, Mohave, Pima, Pinal, Santa Cruz, Yavapai, Yuma)"
"Alternanthera","joyweed","AZ(Cochise, Maricopa, Pima, Santa Cruz)"
"Alternanthera caracasana","washerwoman","AZ(Cochise, Maricopa, Pima, Santa Cruz)"
"Amaranthus","pigweed","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, La Paz, Maricopa, Mohave, Navajo, Pima, Pinal, Santa Cruz, Yavapai, Yuma)"
"Amaranthus ×tucsonensis","pigweed","AZ(Pima)"
"Amaranthus acanthochiton","greenstripe","AZ(Greenlee, Navajo)"
"Amaranthus albus","prostrate pigweed","AZ(Apache, Cochise, Coconino, Graham, Maricopa, Mohave, Navajo, Pima, Santa Cruz, Yavapai)"
"Amaranthus blitoides","mat amaranth","AZ(Apache, Cochise, Coconino, Maricopa, Mohave, Navajo, Pima, Santa Cruz)"
"Amaranthus crassipes","spreading amaranth","AZ(Maricopa, Pima)"
"Amaranthus crassipes var. crassipes","spreading amaranth","AZ(Maricopa, Pima)"
"Amaranthus cruentus","red amaranth","AZ(Graham, Navajo)"
"Amaranthus fimbriatus","fringed amaranth","AZ(Cochise, Coconino, Gila, Graham, Greenlee, La Paz, Maricopa, Mohave, Pima, Pinal, Yavapai, Yuma)"
